post_id,tweet,tweet_tokenizer,spacy,nltk_word_tokenize
31,"@unusual_whales @ERCOT_ISO I'm going to charge my Tesla, dry my clothes, wash my dishes, lower my AC temp, turn on every light, and play games on three different computers all at the same time.  Ya'll want to charge an arm and a leg for electricity and fix nothing.  Im gonna use what I pay for.","['@unusual_whales', '@ERCOT_ISO', ""I'm"", 'going', 'to', 'charge', 'my', 'Tesla', ',', 'dry', 'my', 'clothes', ',', 'wash', 'my', 'dishes', ',', 'lower', 'my', 'AC', 'temp', ',', 'turn', 'on', 'every', 'light', ',', 'and', 'play', 'games', 'on', 'three', 'different', 'computers', 'all', 'at', 'the', 'same', 'time', '.', ""Ya'll"", 'want', 'to', 'charge', 'an', 'arm', 'and', 'a', 'leg', 'for', 'electricity', 'and', 'fix', 'nothing', '.', 'Im', 'gonna', 'use', 'what', 'I', 'pay', 'for', '.']","['@unusual_whales', '@ERCOT_ISO', 'I', ""'m"", 'going', 'to', 'charge', 'my', 'Tesla', ',', 'dry', 'my', 'clothes', ',', 'wash', 'my', 'dishes', ',', 'lower', 'my', 'AC', 'temp', ',', 'turn', 'on', 'every', 'light', ',', 'and', 'play', 'games', 'on', 'three', 'different', 'computers', 'all', 'at', 'the', 'same', 'time', '.', ' ', ""Ya'll"", 'want', 'to', 'charge', 'an', 'arm', 'and', 'a', 'leg', 'for', 'electricity', 'and', 'fix', 'nothing', '.', ' ', 'I', 'm', 'gon', 'na', 'use', 'what', 'I', 'pay', 'for', '.']","['@', 'unusual_whales', '@', 'ERCOT_ISO', 'I', ""'m"", 'going', 'to', 'charge', 'my', 'Tesla', ',', 'dry', 'my', 'clothes', ',', 'wash', 'my', 'dishes', ',', 'lower', 'my', 'AC', 'temp', ',', 'turn', 'on', 'every', 'light', ',', 'and', 'play', 'games', 'on', 'three', 'different', 'computers', 'all', 'at', 'the', 'same', 'time', '.', 'Ya', ""'ll"", 'want', 'to', 'charge', 'an', 'arm', 'and', 'a', 'leg', 'for', 'electricity', 'and', 'fix', 'nothing', '.', 'Im', 'gon', 'na', 'use', 'what', 'I', 'pay', 'for', '.']"
32,"@iamgabesanchez @elonmusk Odds that court discovers some questionable buying of Twitter just before his announcement, some sales at peak price and some shorts just before he made the first bot comments? This is gonna be Elon v Taking Tesla Private with secured Saudi funds v2.0.","['@iamgabesanchez', '@elonmusk', 'Odds', 'that', 'court', 'discovers', 'some', 'questionable', 'buying', 'of', 'Twitter', 'just', 'before', 'his', 'announcement', ',', 'some', 'sales', 'at', 'peak', 'price', 'and', 'some', 'shorts', 'just', 'before', 'he', 'made', 'the', 'first', 'bot', 'comments', '?', 'This', 'is', 'gonna', 'be', 'Elon', 'v', 'Taking', 'Tesla', 'Private', 'with', 'secured', 'Saudi', 'funds', 'v2', '.', '0', '.']","['@iamgabesanchez', '@elonmusk', 'Odds', 'that', 'court', 'discovers', 'some', 'questionable', 'buying', 'of', 'Twitter', 'just', 'before', 'his', 'announcement', ',', 'some', 'sales', 'at', 'peak', 'price', 'and', 'some', 'shorts', 'just', 'before', 'he', 'made', 'the', 'first', 'bot', 'comments', '?', 'This', 'is', 'gon', 'na', 'be', 'Elon', 'v', 'Taking', 'Tesla', 'Private', 'with', 'secured', 'Saudi', 'funds', 'v2.0', '.']","['@', 'iamgabesanchez', '@', 'elonmusk', 'Odds', 'that', 'court', 'discovers', 'some', 'questionable', 'buying', 'of', 'Twitter', 'just', 'before', 'his', 'announcement', ',', 'some', 'sales', 'at', 'peak', 'price', 'and', 'some', 'shorts', 'just', 'before', 'he', 'made', 'the', 'first', 'bot', 'comments', '?', 'This', 'is', 'gon', 'na', 'be', 'Elon', 'v', 'Taking', 'Tesla', 'Private', 'with', 'secured', 'Saudi', 'funds', 'v2.0', '.']"
33,"@GailAlfarATX @elonmusk @Tesla @teslacn @TeslaOwnersEBay @blueskykites @Kristennetten @JenniCurrent @daelmor @IheartTesla @EvrybodynthrMom I have six. 4 of them still live at home being homeschooled -taught self-education , research. Beyond public education. This nation has pushed society in the wrong direction. Change time","['@GailAlfarATX', '@elonmusk', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'I', 'have', 'six', '.', '4', 'of', 'them', 'still', 'live', 'at', 'home', 'being', 'homeschooled', '-', 'taught', 'self-education', ',', 'research', '.', 'Beyond', 'public', 'education', '.', 'This', 'nation', 'has', 'pushed', 'society', 'in', 'the', 'wrong', 'direction', '.', 'Change', 'time']","['@GailAlfarATX', '@elonmusk', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'I', 'have', 'six', '.', '4', 'of', 'them', 'still', 'live', 'at', 'home', 'being', 'homeschooled', '-taught', 'self', '-', 'education', ',', 'research', '.', 'Beyond', 'public', 'education', '.', 'This', 'nation', 'has', 'pushed', 'society', 'in', 'the', 'wrong', 'direction', '.', 'Change', 'time']","['@', 'GailAlfarATX', '@', 'elonmusk', '@', 'Tesla', '@', 'teslacn', '@', 'TeslaOwnersEBay', '@', 'blueskykites', '@', 'Kristennetten', '@', 'JenniCurrent', '@', 'daelmor', '@', 'IheartTesla', '@', 'EvrybodynthrMom', 'I', 'have', 'six', '.', '4', 'of', 'them', 'still', 'live', 'at', 'home', 'being', 'homeschooled', '-taught', 'self-education', ',', 'research', '.', 'Beyond', 'public', 'education', '.', 'This', 'nation', 'has', 'pushed', 'society', 'in', 'the', 'wrong', 'direction', '.', 'Change', 'time']"
34,@elonmusk @GailAlfarATX @Tesla @teslacn @TeslaOwnersEBay @blueskykites @Kristennetten @JenniCurrent @daelmor @IheartTesla @EvrybodynthrMom Then go for your dozen kids… you are just missing 3 more!!! Go for it!!,"['@elonmusk', '@GailAlfarATX', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'Then', 'go', 'for', 'your', 'dozen', 'kids', '…', 'you', 'are', 'just', 'missing', '3', 'more', '!', '!', '!', 'Go', 'for', 'it', '!', '!']","['@elonmusk', '@GailAlfarATX', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'Then', 'go', 'for', 'your', 'dozen', 'kids', '…', 'you', 'are', 'just', 'missing', '3', 'more', '!', '!', '!', 'Go', 'for', 'it', '!', '!']","['@', 'elonmusk', '@', 'GailAlfarATX', '@', 'Tesla', '@', 'teslacn', '@', 'TeslaOwnersEBay', '@', 'blueskykites', '@', 'Kristennetten', '@', 'JenniCurrent', '@', 'daelmor', '@', 'IheartTesla', '@', 'EvrybodynthrMom', 'Then', 'go', 'for', 'your', 'dozen', 'kids…', 'you', 'are', 'just', 'missing', '3', 'more', '!', '!', '!', 'Go', 'for', 'it', '!', '!']"
35,"@elonmusk #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution  and to boot all the cheap labor you would ever need for @Tesla  @SafetyMentalst","['@elonmusk', '#Think', 'about', 'buying', 'a', 'country', ',', '#Mexico', '?', 'You', 'could', 'turn', 'it', 'into', 'the', 'Richest', 'Country', 'in', 'the', 'world', ',', 'with', 'Trump', 'as', 'President', 'and', 'all', 'his', 'people', 'moving', 'to', 'Mexico', 'with', 'their', 'own', '#Constitution', 'and', 'to', 'boot', 'all', 'the', 'cheap', 'labor', 'you', 'would', 'ever', 'need', 'for', '@Tesla', '@SafetyMentalst']","['@elonmusk', '#', 'Think', 'about', 'buying', 'a', 'country', ',', '#', 'Mexico', '?', 'You', 'could', 'turn', 'it', 'into', 'the', 'Richest', 'Country', 'in', 'the', 'world', ',', 'with', 'Trump', 'as', 'President', 'and', 'all', 'his', 'people', 'moving', 'to', 'Mexico', 'with', 'their', 'own', '#', 'Constitution', ' ', 'and', 'to', 'boot', 'all', 'the', 'cheap', 'labor', 'you', 'would', 'ever', 'need', 'for', '@Tesla', ' ', '@SafetyMentalst']","['@', 'elonmusk', '#', 'Think', 'about', 'buying', 'a', 'country', ',', '#', 'Mexico', '?', 'You', 'could', 'turn', 'it', 'into', 'the', 'Richest', 'Country', 'in', 'the', 'world', ',', 'with', 'Trump', 'as', 'President', 'and', 'all', 'his', 'people', 'moving', 'to', 'Mexico', 'with', 'their', 'own', '#', 'Constitution', 'and', 'to', 'boot', 'all', 'the', 'cheap', 'labor', 'you', 'would', 'ever', 'need', 'for', '@', 'Tesla', '@', 'SafetyMentalst']"
36,"@get_innocuous Actual receipts, and yet you haven’t asked anyone to buy you a Tesla. Grifters on the right probably rake in 5k for every 100 spent! If you DID set up a gofund me, this would be a worthy cause!","['@get_innocuous', 'Actual', 'receipts', ',', 'and', 'yet', 'you', 'haven', '’', 't', 'asked', 'anyone', 'to', 'buy', 'you', 'a', 'Tesla', '.', 'Grifters', 'on', 'the', 'right', 'probably', 'rake', 'in', '5k', 'for', 'every', '100', 'spent', '!', 'If', 'you', 'DID', 'set', 'up', 'a', 'gofund', 'me', ',', 'this', 'would', 'be', 'a', 'worthy', 'cause', '!']","['@get_innocuous', 'Actual', 'receipts', ',', 'and', 'yet', 'you', 'have', 'n’t', 'asked', 'anyone', 'to', 'buy', 'you', 'a', 'Tesla', '.', 'Grifters', 'on', 'the', 'right', 'probably', 'rake', 'in', '5k', 'for', 'every', '100', 'spent', '!', 'If', 'you', 'DID', 'set', 'up', 'a', 'gofund', 'me', ',', 'this', 'would', 'be', 'a', 'worthy', 'cause', '!']","['@', 'get_innocuous', 'Actual', 'receipts', ',', 'and', 'yet', 'you', 'haven', '’', 't', 'asked', 'anyone', 'to', 'buy', 'you', 'a', 'Tesla', '.', 'Grifters', 'on', 'the', 'right', 'probably', 'rake', 'in', '5k', 'for', 'every', '100', 'spent', '!', 'If', 'you', 'DID', 'set', 'up', 'a', 'gofund', 'me', ',', 'this', 'would', 'be', 'a', 'worthy', 'cause', '!']"
37,Tesla wall battery for the save! Power went out but can still run my ac when its about to be 100*,"['Tesla', 'wall', 'battery', 'for', 'the', 'save', '!', 'Power', 'went', 'out', 'but', 'can', 'still', 'run', 'my', 'ac', 'when', 'its', 'about', 'to', 'be', '100', '*']","['Tesla', 'wall', 'battery', 'for', 'the', 'save', '!', 'Power', 'went', 'out', 'but', 'can', 'still', 'run', 'my', 'ac', 'when', 'its', 'about', 'to', 'be', '100', '*']","['Tesla', 'wall', 'battery', 'for', 'the', 'save', '!', 'Power', 'went', 'out', 'but', 'can', 'still', 'run', 'my', 'ac', 'when', 'its', 'about', 'to', 'be', '100', '*']"
38,"for sale: 2021 Used TESLA MODEL Y STANDARD RANGE. REAR WHEEL DRIVE.  Autopilot. Midnight Silver. Black. 16,800-miles. $64,900. Lincoln. Nebraska.   https://t.co/8OXKGIOTMm","['for', 'sale', ':', '2021', 'Used', 'TESLA', 'MODEL', 'Y', 'STANDARD', 'RANGE', '.', 'REAR', 'WHEEL', 'DRIVE', '.', 'Autopilot', '.', 'Midnight', 'Silver', '.', 'Black', '.', '16,800-', 'miles', '.', '$', '64,900', '.', 'Lincoln', '.', 'Nebraska', '.', 'https://t.co/8OXKGIOTMm']","['for', 'sale', ':', '2021', 'Used', 'TESLA', 'MODEL', 'Y', 'STANDARD', 'RANGE', '.', 'REAR', 'WHEEL', 'DRIVE', '.', ' ', 'Autopilot', '.', 'Midnight', 'Silver', '.', 'Black', '.', '16,800', '-', 'miles', '.', '$', '64,900', '.', 'Lincoln', '.', 'Nebraska', '.', '  ', 'https://t.co/8OXKGIOTMm']","['for', 'sale', ':', '2021', 'Used', 'TESLA', 'MODEL', 'Y', 'STANDARD', 'RANGE', '.', 'REAR', 'WHEEL', 'DRIVE', '.', 'Autopilot', '.', 'Midnight', 'Silver', '.', 'Black', '.', '16,800-miles', '.', '$', '64,900', '.', 'Lincoln', '.', 'Nebraska', '.', 'https', ':', '//t.co/8OXKGIOTMm']"
39,"@Tesla @elonmusk #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution  and to boot all the cheap labor you would ever need for @Tesla  @SafetyMentalst","['@Tesla', '@elonmusk', '#Think', 'about', 'buying', 'a', 'country', ',', '#Mexico', '?', 'You', 'could', 'turn', 'it', 'into', 'the', 'Richest', 'Country', 'in', 'the', 'world', ',', 'with', 'Trump', 'as', 'President', 'and', 'all', 'his', 'people', 'moving', 'to', 'Mexico', 'with', 'their', 'own', '#Constitution', 'and', 'to', 'boot', 'all', 'the', 'cheap', 'labor', 'you', 'would', 'ever', 'need', 'for', '@Tesla', '@SafetyMentalst']","['@Tesla', '@elonmusk', '#', 'Think', 'about', 'buying', 'a', 'country', ',', '#', 'Mexico', '?', 'You', 'could', 'turn', 'it', 'into', 'the', 'Richest', 'Country', 'in', 'the', 'world', ',', 'with', 'Trump', 'as', 'President', 'and', 'all', 'his', 'people', 'moving', 'to', 'Mexico', 'with', 'their', 'own', '#', 'Constitution', ' ', 'and', 'to', 'boot', 'all', 'the', 'cheap', 'labor', 'you', 'would', 'ever', 'need', 'for', '@Tesla', ' ', '@SafetyMentalst']","['@', 'Tesla', '@', 'elonmusk', '#', 'Think', 'about', 'buying', 'a', 'country', ',', '#', 'Mexico', '?', 'You', 'could', 'turn', 'it', 'into', 'the', 'Richest', 'Country', 'in', 'the', 'world', ',', 'with', 'Trump', 'as', 'President', 'and', 'all', 'his', 'people', 'moving', 'to', 'Mexico', 'with', 'their', 'own', '#', 'Constitution', 'and', 'to', 'boot', 'all', 'the', 'cheap', 'labor', 'you', 'would', 'ever', 'need', 'for', '@', 'Tesla', '@', 'SafetyMentalst']"
40,"$TSLA  not a full MacD cross down yet, but remember - buy under $700 and sell over $700 on Tesla. I mentioned last week I sold half my lot at $750 ahead of what I expect to be weak earnings. I'll be buying more on weakness. Look at the chart @TrendSpider  https://t.co/uclABEgB7h","['$', 'TSLA', 'not', 'a', 'full', 'MacD', 'cross', 'down', 'yet', ',', 'but', 'remember', '-', 'buy', 'under', '$', '700', 'and', 'sell', 'over', '$', '700', 'on', 'Tesla', '.', 'I', 'mentioned', 'last', 'week', 'I', 'sold', 'half', 'my', 'lot', 'at', '$', '750', 'ahead', 'of', 'what', 'I', 'expect', 'to', 'be', 'weak', 'earnings', '.', ""I'll"", 'be', 'buying', 'more', 'on', 'weakness', '.', 'Look', 'at', 'the', 'chart', '@TrendSpider', 'https://t.co/uclABEgB7h']","['$', 'TSLA', ' ', 'not', 'a', 'full', 'MacD', 'cross', 'down', 'yet', ',', 'but', 'remember', '-', 'buy', 'under', '$', '700', 'and', 'sell', 'over', '$', '700', 'on', 'Tesla', '.', 'I', 'mentioned', 'last', 'week', 'I', 'sold', 'half', 'my', 'lot', 'at', '$', '750', 'ahead', 'of', 'what', 'I', 'expect', 'to', 'be', 'weak', 'earnings', '.', 'I', ""'ll"", 'be', 'buying', 'more', 'on', 'weakness', '.', 'Look', 'at', 'the', 'chart', '@TrendSpider', ' ', 'https://t.co/uclABEgB7h']","['$', 'TSLA', 'not', 'a', 'full', 'MacD', 'cross', 'down', 'yet', ',', 'but', 'remember', '-', 'buy', 'under', '$', '700', 'and', 'sell', 'over', '$', '700', 'on', 'Tesla', '.', 'I', 'mentioned', 'last', 'week', 'I', 'sold', 'half', 'my', 'lot', 'at', '$', '750', 'ahead', 'of', 'what', 'I', 'expect', 'to', 'be', 'weak', 'earnings', '.', 'I', ""'ll"", 'be', 'buying', 'more', 'on', 'weakness', '.', 'Look', 'at', 'the', 'chart', '@', 'TrendSpider', 'https', ':', '//t.co/uclABEgB7h']"
41,"@elonmusk @GailAlfarATX @Tesla @teslacn @TeslaOwnersEBay @blueskykites @Kristennetten @JenniCurrent @daelmor @IheartTesla @EvrybodynthrMom as far as I remember, Leonardo da Vinci already wrote in his scripts that children should be conceived and raised in love so that they have a valuable life, and that means that children are love,  like Leonardo i believe, love is important from the very first moment","['@elonmusk', '@GailAlfarATX', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'as', 'far', 'as', 'I', 'remember', ',', 'Leonardo', 'da', 'Vinci', 'already', 'wrote', 'in', 'his', 'scripts', 'that', 'children', 'should', 'be', 'conceived', 'and', 'raised', 'in', 'love', 'so', 'that', 'they', 'have', 'a', 'valuable', 'life', ',', 'and', 'that', 'means', 'that', 'children', 'are', 'love', ',', 'like', 'Leonardo', 'i', 'believe', ',', 'love', 'is', 'important', 'from', 'the', 'very', 'first', 'moment']","['@elonmusk', '@GailAlfarATX', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'as', 'far', 'as', 'I', 'remember', ',', 'Leonardo', 'da', 'Vinci', 'already', 'wrote', 'in', 'his', 'scripts', 'that', 'children', 'should', 'be', 'conceived', 'and', 'raised', 'in', 'love', 'so', 'that', 'they', 'have', 'a', 'valuable', 'life', ',', 'and', 'that', 'means', 'that', 'children', 'are', 'love', ',', ' ', 'like', 'Leonardo', 'i', 'believe', ',', 'love', 'is', 'important', 'from', 'the', 'very', 'first', 'moment']","['@', 'elonmusk', '@', 'GailAlfarATX', '@', 'Tesla', '@', 'teslacn', '@', 'TeslaOwnersEBay', '@', 'blueskykites', '@', 'Kristennetten', '@', 'JenniCurrent', '@', 'daelmor', '@', 'IheartTesla', '@', 'EvrybodynthrMom', 'as', 'far', 'as', 'I', 'remember', ',', 'Leonardo', 'da', 'Vinci', 'already', 'wrote', 'in', 'his', 'scripts', 'that', 'children', 'should', 'be', 'conceived', 'and', 'raised', 'in', 'love', 'so', 'that', 'they', 'have', 'a', 'valuable', 'life', ',', 'and', 'that', 'means', 'that', 'children', 'are', 'love', ',', 'like', 'Leonardo', 'i', 'believe', ',', 'love', 'is', 'important', 'from', 'the', 'very', 'first', 'moment']"
42,"@RickMcIntosh16 @greg16676935420 @elonmusk Let’s me real , no average American is going to pay 40K to 70K for a car when they can barely afford cost of a new car right now   Tesla is not recession proof and when the economy starts shitting brinks , Tesla is fucked. No wonder why Elon wanted twitter","['@RickMcIntosh16', '@greg16676935420', '@elonmusk', 'Let', '’', 's', 'me', 'real', ',', 'no', 'average', 'American', 'is', 'going', 'to', 'pay', '40K', 'to', '70K', 'for', 'a', 'car', 'when', 'they', 'can', 'barely', 'afford', 'cost', 'of', 'a', 'new', 'car', 'right', 'now', 'Tesla', 'is', 'not', 'recession', 'proof', 'and', 'when', 'the', 'economy', 'starts', 'shitting', 'brinks', ',', 'Tesla', 'is', 'fucked', '.', 'No', 'wonder', 'why', 'Elon', 'wanted', 'twitter']","['@RickMcIntosh16', '@greg16676935420', '@elonmusk', 'Let', '’s', 'me', 'real', ',', 'no', 'average', 'American', 'is', 'going', 'to', 'pay', '40', 'K', 'to', '70', 'K', 'for', 'a', 'car', 'when', 'they', 'can', 'barely', 'afford', 'cost', 'of', 'a', 'new', 'car', 'right', 'now', '  ', 'Tesla', 'is', 'not', 'recession', 'proof', 'and', 'when', 'the', 'economy', 'starts', 'shitting', 'brinks', ',', 'Tesla', 'is', 'fucked', '.', 'No', 'wonder', 'why', 'Elon', 'wanted', 'twitter']","['@', 'RickMcIntosh16', '@', 'greg16676935420', '@', 'elonmusk', 'Let', '’', 's', 'me', 'real', ',', 'no', 'average', 'American', 'is', 'going', 'to', 'pay', '40K', 'to', '70K', 'for', 'a', 'car', 'when', 'they', 'can', 'barely', 'afford', 'cost', 'of', 'a', 'new', 'car', 'right', 'now', 'Tesla', 'is', 'not', 'recession', 'proof', 'and', 'when', 'the', 'economy', 'starts', 'shitting', 'brinks', ',', 'Tesla', 'is', 'fucked', '.', 'No', 'wonder', 'why', 'Elon', 'wanted', 'twitter']"
43,"@Turbo8oost @senafan1901 @FrederickZiffel @RobertELBowman You are now becoming a joke. Clutching at straws trying to make out your beloved Tesla is the only answer. It's laughable and why America is lagging behind in going ""green"" I'm sure it will soon be against your constitution! As we say, (not in a good way), "" Only in America!""","['@Turbo8oost', '@senafan1901', '@FrederickZiffel', '@RobertELBowman', 'You', 'are', 'now', 'becoming', 'a', 'joke', '.', 'Clutching', 'at', 'straws', 'trying', 'to', 'make', 'out', 'your', 'beloved', 'Tesla', 'is', 'the', 'only', 'answer', '.', ""It's"", 'laughable', 'and', 'why', 'America', 'is', 'lagging', 'behind', 'in', 'going', '""', 'green', '""', ""I'm"", 'sure', 'it', 'will', 'soon', 'be', 'against', 'your', 'constitution', '!', 'As', 'we', 'say', ',', '(', 'not', 'in', 'a', 'good', 'way', ')', ',', '""', 'Only', 'in', 'America', '!', '""']","['@Turbo8oost', '@senafan1901', '@FrederickZiffel', '@RobertELBowman', 'You', 'are', 'now', 'becoming', 'a', 'joke', '.', 'Clutching', 'at', 'straws', 'trying', 'to', 'make', 'out', 'your', 'beloved', 'Tesla', 'is', 'the', 'only', 'answer', '.', 'It', ""'s"", 'laughable', 'and', 'why', 'America', 'is', 'lagging', 'behind', 'in', 'going', '""', 'green', '""', 'I', ""'m"", 'sure', 'it', 'will', 'soon', 'be', 'against', 'your', 'constitution', '!', 'As', 'we', 'say', ',', '(', 'not', 'in', 'a', 'good', 'way', ')', ',', '""', 'Only', 'in', 'America', '!', '""']","['@', 'Turbo8oost', '@', 'senafan1901', '@', 'FrederickZiffel', '@', 'RobertELBowman', 'You', 'are', 'now', 'becoming', 'a', 'joke', '.', 'Clutching', 'at', 'straws', 'trying', 'to', 'make', 'out', 'your', 'beloved', 'Tesla', 'is', 'the', 'only', 'answer', '.', 'It', ""'s"", 'laughable', 'and', 'why', 'America', 'is', 'lagging', 'behind', 'in', 'going', '``', 'green', ""''"", 'I', ""'m"", 'sure', 'it', 'will', 'soon', 'be', 'against', 'your', 'constitution', '!', 'As', 'we', 'say', ',', '(', 'not', 'in', 'a', 'good', 'way', ')', ',', '``', 'Only', 'in', 'America', '!', ""''""]"
44,@elonmusk @GailAlfarATX @Tesla @teslacn @TeslaOwnersEBay @blueskykites @Kristennetten @JenniCurrent @daelmor @IheartTesla @EvrybodynthrMom How weird has the world gotten that we need reminders that children are essential to our future 😂.,"['@elonmusk', '@GailAlfarATX', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'How', 'weird', 'has', 'the', 'world', 'gotten', 'that', 'we', 'need', 'reminders', 'that', 'children', 'are', 'essential', 'to', 'our', 'future', '😂', '.']","['@elonmusk', '@GailAlfarATX', '@Tesla', '@teslacn', '@TeslaOwnersEBay', '@blueskykites', '@Kristennetten', '@JenniCurrent', '@daelmor', '@IheartTesla', '@EvrybodynthrMom', 'How', 'weird', 'has', 'the', 'world', 'gotten', 'that', 'we', 'need', 'reminders', 'that', 'children', 'are', 'essential', 'to', 'our', 'future', '😂', '.']","['@', 'elonmusk', '@', 'GailAlfarATX', '@', 'Tesla', '@', 'teslacn', '@', 'TeslaOwnersEBay', '@', 'blueskykites', '@', 'Kristennetten', '@', 'JenniCurrent', '@', 'daelmor', '@', 'IheartTesla', '@', 'EvrybodynthrMom', 'How', 'weird', 'has', 'the', 'world', 'gotten', 'that', 'we', 'need', 'reminders', 'that', 'children', 'are', 'essential', 'to', 'our', 'future', '😂', '.']"
45,@elonmusk chances we get airplay to tesla? Wouldn’t mind getting Xbox play on tesla either 😏,"['@elonmusk', 'chances', 'we', 'get', 'airplay', 'to', 'tesla', '?', 'Wouldn', '’', 't', 'mind', 'getting', 'Xbox', 'play', 'on', 'tesla', 'either', '😏']","['@elonmusk', 'chances', 'we', 'get', 'airplay', 'to', 'tesla', '?', 'Would', 'n’t', 'mind', 'getting', 'Xbox', 'play', 'on', 'tesla', 'either', '😏']","['@', 'elonmusk', 'chances', 'we', 'get', 'airplay', 'to', 'tesla', '?', 'Wouldn', '’', 't', 'mind', 'getting', 'Xbox', 'play', 'on', 'tesla', 'either', '😏']"
46,"@JamesHoffmann3 @TaylorOgan @Christiano92 @bagguley @physics_savage @kunalbht 1- When a car passes me or a motorcycle is coming from the opposite direction, my M3 2019 swerves to the right. 2- A ridicule amount of phantom breaking  Service center response:  This is cause by radar, Remove emergency brake function!!!  Robotaxi ready?🤣🤣🤣 @Tesla @elonmusk","['@JamesHoffmann3', '@TaylorOgan', '@Christiano92', '@bagguley', '@physics_savage', '@kunalbht', '1', '-', 'When', 'a', 'car', 'passes', 'me', 'or', 'a', 'motorcycle', 'is', 'coming', 'from', 'the', 'opposite', 'direction', ',', 'my', 'M3', '2019', 'swerves', 'to', 'the', 'right', '.', '2', '-', 'A', 'ridicule', 'amount', 'of', 'phantom', 'breaking', 'Service', 'center', 'response', ':', 'This', 'is', 'cause', 'by', 'radar', ',', 'Remove', 'emergency', 'brake', 'function', '!', '!', '!', 'Robotaxi', 'ready', '?', '🤣', '🤣', '🤣', '@Tesla', '@elonmusk']","['@JamesHoffmann3', '@TaylorOgan', '@Christiano92', '@bagguley', '@physics_savage', '@kunalbht', '1-', 'When', 'a', 'car', 'passes', 'me', 'or', 'a', 'motorcycle', 'is', 'coming', 'from', 'the', 'opposite', 'direction', ',', 'my', 'M3', '2019', 'swerves', 'to', 'the', 'right', '.', '2-', 'A', 'ridicule', 'amount', 'of', 'phantom', 'breaking', ' ', 'Service', 'center', 'response', ':', ' ', 'This', 'is', 'cause', 'by', 'radar', ',', 'Remove', 'emergency', 'brake', 'function', '!', '!', '!', ' ', 'Robotaxi', 'ready', '?', '🤣', '🤣', '🤣', '@Tesla', '@elonmusk']","['@', 'JamesHoffmann3', '@', 'TaylorOgan', '@', 'Christiano92', '@', 'bagguley', '@', 'physics_savage', '@', 'kunalbht', '1-', 'When', 'a', 'car', 'passes', 'me', 'or', 'a', 'motorcycle', 'is', 'coming', 'from', 'the', 'opposite', 'direction', ',', 'my', 'M3', '2019', 'swerves', 'to', 'the', 'right', '.', '2-', 'A', 'ridicule', 'amount', 'of', 'phantom', 'breaking', 'Service', 'center', 'response', ':', 'This', 'is', 'cause', 'by', 'radar', ',', 'Remove', 'emergency', 'brake', 'function', '!', '!', '!', 'Robotaxi', 'ready', '?', '🤣🤣🤣', '@', 'Tesla', '@', 'elonmusk']"
47,Tesla previews a solar-powered ‘trailer’ - The Independent  https://t.co/00CPxDeG63,"['Tesla', 'previews', 'a', 'solar-powered', '‘', 'trailer', '’', '-', 'The', 'Independent', 'https://t.co/00CPxDeG63']","['Tesla', 'previews', 'a', 'solar', '-', 'powered', '‘', 'trailer', '’', '-', 'The', 'Independent', ' ', 'https://t.co/00CPxDeG63']","['Tesla', 'previews', 'a', 'solar-powered', '‘', 'trailer', '’', '-', 'The', 'Independent', 'https', ':', '//t.co/00CPxDeG63']"
